"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"log10_Adjusted"	"ONTOLOGY"
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE"	"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE"	"ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE"	"79/1238"	"429/17872"	7.48873548580905e-16	2.04302064972228e-13	1.66575096562634e-13	"JUP/LRWD1/RAB7A/SCARB2/BCAP31/STK3/CSE1L/KPNA4/AP3D1/NUP35/TIMM23B/KPNB1/CALM3/CCT3/SPCS2/KPNA6/RAN/LAMP2/CCT4/HSPA8/PHB2/SUMO1/TRAM1/RAB8B/UBE2L3/VPS4A/TSG101/AIP/IPO5/KPNA3/DKC1/IPO7/TOMM40/LMNA/HSP90AB1/CLU/RALA/TCP1/HK1/CSNK2A2/HSPA4/SRP14/BAG6/CCT5/SRP9/NUP153/RANBP2/NUP98/NPEPPS/NUP107/SEC61B/SPCS3/RAB10/UFM1/BAX/PRKAA1/TARDBP/TRIM28/LMAN1/CCT8/CCT7/SRPRB/CCT6A/NIPBL/HUWE1/NUP133/TNPO1/IPO9/NUP88/CHP1/NUP85/RBM22/NDUFA13/SRP68/NXT1/NUP50/RAB23/RUVBL2/TIMM13"	79	12.7783899263017	"BP"
"GOBP_NUCLEAR_EXPORT"	"GOBP_NUCLEAR_EXPORT"	"NUCLEAR_EXPORT"	"43/1238"	"156/17872"	1.82573287577289e-15	4.68783764867569e-13	3.82216894921866e-13	"CDK5/CSE1L/CALR/AKAP8L/GLE1/NUP160/XPO5/PRKACA/XPOT/ZC3H11A/SSB/RAN/CPSF6/TXN/YTHDC1/DDX39A/XPO1/NPM1/NUP153/GSK3B/NCBP2/EIF6/NUP107/ABCE1/RAE1/SARNP/CTDSPL2/NSUN2/ANP32B/SUPT6H/PABPN1/THOC6/NUP133/THOC3/FYTTD1/NUP88/CHP1/NUP85/UPF2/RBM22/NXF1/NXT1/CHTOP"	43	12.4176901199781	"BP"
"GOBP_RRNA_METABOLIC_PROCESS"	"GOBP_RRNA_METABOLIC_PROCESS"	"RRNA_METABOLIC_PROCESS"	"57/1238"	"263/17872"	6.56346255943283e-15	1.59163967066246e-12	1.29772321131242e-12	"RPS7/RPL5/PDCD11/EXOSC2/FBLL1/RRP15/PA2G4/RPL14/NOP14/DIS3/RPS19/UTP18/BOP1/XRN2/RRP12/PELO/WBP11/RRP1/YTHDF2/PES1/FCF1/IMP4/RPS17/NOP56/SART1/RRP9/URB1/DKC1/NPM3/RSL1D1/NOP2/EIF6/RPL7A/RPL10A/PRKDC/EXOSC10/WDR43/RPS8/EXOSC6/WDR3/EBNA1BP2/METTL16/FTSJ3/RPS21/FBL/MAK16/NAT10/SMARCB1/NOL11/RPF1/UTP3/LYAR/GAR1/DDX56/TRMT112/GTF3C4/NOP58"	57	11.8868179274264	"BP"
"GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT"	"GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT"	"ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT"	"39/1238"	"136/17872"	8.91932385335938e-15	2.04909729578493e-12	1.67070548189518e-12	"TMED10/COPG2/BCAP31/VAPA/ARCN1/ZW10/SEC24C/LMAN2/ERGIC1/RAB1A/SEC23A/COPB2/HYOU1/GOSR2/USO1/SEC22B/SEC31A/ARF4/COPB1/COPA/GAS1/VCP/GOLGA2/TMED1/PDCD6/LMAN1/CUL3/VAPB/SAR1A/RAB1B/PGAP1/COPE/TMED4/SCFD1/KDELR1/TMED9/PREB/TMED5/COPG1"	39	11.7771001023873	"BP"
"GOBP_RNA_EXPORT_FROM_NUCLEUS"	"GOBP_RNA_EXPORT_FROM_NUCLEUS"	"RNA_EXPORT_FROM_NUCLEUS"	"30/1238"	"85/17872"	2.38825573727805e-14	5.21236814660935e-12	4.24983823565111e-12	"AKAP8L/GLE1/NUP160/XPO5/XPOT/ZC3H11A/SSB/RAN/CPSF6/YTHDC1/DDX39A/NPM1/NUP153/NCBP2/NUP107/RAE1/SARNP/NSUN2/SUPT6H/PABPN1/THOC6/NUP133/THOC3/FYTTD1/NUP88/NUP85/UPF2/NXF1/NXT1/CHTOP"	30	11.3716276004676	"BP"
"GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT"	"GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT"	"REGULATION_OF_INTRACELLULAR_TRANSPORT"	"63/1238"	"333/17872"	1.93574117708375e-13	3.87490032480146e-11	3.15935081645958e-11	"CDK5/GDI1/JUP/BCAP31/AKAP8L/PCNT/UBAC2/PRKACA/EHD1/SCP2/RAN/MYO1C/CPSF6/SUMO1/TXN/UBE2L3/BCAS3/IPO5/XPO1/SNX3/DNAJC13/HSP90AB1/SRC/PTPN1/CSNK2A2/MAP2K2/MAP1B/NUP153/GSK3B/NCBP2/GAS1/NPEPPS/CDC42/UFM1/CTDSPL2/ARHGAP1/NSUN2/ANK3/PRKAA1/TARDBP/TRIM28/DYNC1H1/NUMA1/RAB11B/MAPK1/ANP32B/LMAN1/AAAS/SAR1A/EZR/USP7/PGAP1/SUPT6H/HUWE1/SCFD1/ERLEC1/VPS35/CHP1/PREB/RBM22/RAB21/RAB23/PPP1CC"	63	10.5004021470631	"BP"
"GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME"	"GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME"	"REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME"	"32/1238"	"103/17872"	1.95298527252307e-13	3.87490032480146e-11	3.15935081645958e-11	"SRSF4/LARP7/SRRM1/CWC22/SRPK2/TIA1/CELF2/HSPA8/CELF1/YTHDC1/DAZAP1/RBM42/SAP18/RBFOX2/SON/RBM25/RBM5/NUP98/MAGOH/HNRNPU/DYRK1A/CIRBP/WTAP/RNPS1/SF3B4/SRSF10/RBM7/METTL16/SRSF12/QKI/RBM15/THRAP3"	32	10.5004021470631	"BP"
"GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS"	"GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS"	"PROTEIN_LOCALIZATION_TO_NUCLEUS"	"58/1238"	"294/17872"	2.82007630819332e-13	5.35201438489732e-11	4.36369702425703e-11	"CDK5/JUP/STK3/CSE1L/KPNA4/CALR/LARP7/SIN3A/KAT7/NUP35/SUMO3/KPNB1/CCT3/KPNA6/PARP1/RAN/CCT4/SKP1/PHB2/SUMO1/TXN/IPO5/KPNA3/XPO1/PLRG1/DKC1/SUN1/IPO7/COL1A1/LMNA/HSP90AB1/SRC/TCP1/CCT5/NUP153/RANBP2/GSK3B/NUP98/NUP107/UFM1/HNRNPU/TARDBP/TRIM28/PIN1/CCT8/CCT7/CCT6A/NUP133/TNPO1/IPO9/NUP88/CHP1/NUP85/OSBPL8/RBM22/NXT1/NUP50/RAB23"	58	10.3601454105267	"BP"
"GOBP_NCRNA_PROCESSING"	"GOBP_NCRNA_PROCESSING"	"NCRNA_PROCESSING"	"68/1238"	"393/17872"	1.73316055033169e-12	3.15218575091576e-10	2.57009465818923e-10	"HSD17B10/RPS7/RPL5/DDX3X/PDCD11/LARP7/EXOSC2/FBLL1/RRP15/PA2G4/RPL14/NOP14/DIS3/RPS19/UTP18/BOP1/XRN2/RRP12/WBP11/RRP1/YTHDF2/SSB/PES1/FCF1/IMP4/RPS17/NOP56/SART1/RRP9/URB1/DKC1/NPM3/RSL1D1/PARN/NOP2/EIF6/RPL7A/RPL10A/PRKDC/EXOSC10/NSUN2/WDR43/SMAD2/RPS8/EXOSC6/WDR3/INTS3/EBNA1BP2/METTL16/FTSJ3/RPS21/FBL/THUMPD3/SRRT/MAK16/NAT10/NOL11/ELP3/RPF1/LIN28A/UTP3/LYAR/GAR1/DDX56/TRMT112/AGO1/NOP58/RTCB"	68	9.5900508810375	"BP"
"GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION"	"GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION"	"POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION"	"78/1238"	"487/17872"	2.4000762374456e-12	4.19053311058003e-10	3.41669800370677e-10	"RHOA/CDK5/TPM1/VDAC1/ARHGAP35/GRB2/FSCN1/NCKAP1/SIN3A/RAC1/VPS4B/SLC25A4/SFRP1/WNT5A/CCT3/CCT4/PFN2/CEP120/FAM162A/SYNPO2/BCAS3/DNM1L/NCK2/NPHS1/DKC1/WDR1/SNX4/PARN/ANXA1/DCN/PFN1/RHOC/RALA/RALB/SRC/XRCC5/TCP1/ARL3/MAP1B/PIP4K2A/CCT5/NES/GSK3B/MECP2/CDC42/BAX/TRIM28/G3BP1/CKAP5/DCTN1/DYNC1H1/NUMA1/MAPRE1/MAPK1/VIL1/LMAN1/CTTN/CCT8/CCT7/ARPC2/CUL3/CCT6A/SURF4/CROCC/FEN1/CYFIP1/CLASP1/SMC5/SYNPO/PPHLN1/PHIP/RAD50/VPS35/MPHOSPH8/TMED9/G3BP2/LIMCH1/DRG1"	78	9.46639340607681	"BP"
"GOBP_REGULATION_OF_RNA_SPLICING"	"GOBP_REGULATION_OF_RNA_SPLICING"	"REGULATION_OF_RNA_SPLICING"	"38/1238"	"153/17872"	2.75145400457224e-12	4.61926797306071e-10	3.76626153419383e-10	"SRSF4/POLR2A/LARP7/SRRM1/CWC22/HNRNPLL/SRPK2/TIA1/CELF2/HSPA8/CELF1/SRSF1/YTHDC1/DAZAP1/RBM42/SAP18/RBFOX2/SON/RBM25/RBM5/NUP98/MAGOH/RPS13/HNRNPU/DYRK1A/CIRBP/WTAP/RNPS1/SF3B4/ZNF326/SRSF10/RBM7/METTL16/SRSF12/QKI/RBM15/RBM22/THRAP3"	38	9.42408952528764	"BP"
"GOBP_TRANSLATIONAL_INITIATION"	"GOBP_TRANSLATIONAL_INITIATION"	"TRANSLATIONAL_INITIATION"	"33/1238"	"120/17872"	3.68505283396667e-12	5.95750208157946e-10	4.85737373553268e-10	"COPS5/DDX3X/GLE1/LARP1/EIF3F/EIF3L/EIF3C/EIF3B/YTHDF2/BZW2/RPS17/EIF3D/NCK2/NPM1/EIF2S3/NCBP2/EIF6/EIF3E/EIF4A1/ABCE1/POLR2G/EIF4G2/EIF4G1/EIF3I/EIF4H/BZW1/EIF2S1/EIF2S2/EIF5/RPS3A/EIF3M/EIF3A/EIF3K"	33	9.3135984798016	"BP"
"GOBP_MRNA_EXPORT_FROM_NUCLEUS"	"GOBP_MRNA_EXPORT_FROM_NUCLEUS"	"MRNA_EXPORT_FROM_NUCLEUS"	"23/1238"	"62/17872"	7.66264920905014e-12	1.19455227848228e-09	9.73963044202952e-10	"AKAP8L/GLE1/NUP160/ZC3H11A/YTHDC1/DDX39A/NCBP2/NUP107/RAE1/SARNP/NSUN2/SUPT6H/PABPN1/THOC6/NUP133/THOC3/FYTTD1/NUP88/NUP85/UPF2/NXF1/NXT1/CHTOP"	23	9.01145752156412	"BP"
"GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS"	"GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS"	"PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS"	"75/1238"	"494/17872"	8.78107723464796e-11	1.32170352169787e-08	1.0776341971087e-08	"PSMB3/PSMC6/DDRGK1/APOE/HM13/PSMC5/USP5/PSMA6/PSMD14/BCAP31/ERLIN2/PSME1/PSMA2/CALR/OGT/DDI2/PSMC4/UBAC2/PRKACA/UGGT1/PSMD7/USP14/ERLIN1/BAG2/CCAR2/UBXN1/PSMC2/SKP1/MTA1/KAT5/SUMO1/PSMA4/PSME3/XPO1/UFL1/ATE1/HSP90AB1/CLU/HSP90B1/PSMA1/CANX/PSMB4/PSMB5/BAG6/CSNK1E/GSK3B/PSMD4/VCP/SEC61B/PSMA7/PSMD2/CUL4A/PSMD6/NSFL1C/PSMB1/CUL3/PSMC1/PSMF1/PSMA5/PSMA3/USP7/GPX1/HUWE1/RYBP/STT3B/PPP2CB/GLMN/CUL5/FAF2/ERLEC1/PSMD1/TBL1XR1/HSPBP1/PSMD8/PSMC3"	75	7.96752863538088	"BP"
"GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION"	"GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION"	"ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION"	"65/1238"	"408/17872"	2.12305858884612e-10	3.08905024677111e-08	2.51861792592587e-08	"TMED10/COPS5/CDK5/ACTN4/COPG2/RAB7A/MYO6/PAFAH1B1/MAP4/MYH9/AP3D1/VPS4B/ZW10/KPNB1/NEFL/RAN/YWHAZ/CEP120/RAB1A/MYO1C/RHOT1/VPS4A/TSG101/XPO1/CLASP2/MYO1D/SUN1/SNX4/NPM1/KIF5B/MAP1B/DNM2/EIF6/CDC42/ACTR3/ABCE1/HNRNPU/CENPC/DCTN2/DCTN1/DYNC1H1/NUMA1/LLGL1/RAB11B/MYO1E/PDCD6/NSFL1C/CUL3/TMEM201/SAR1A/CROCC/RAB6A/EZR/CLASP1/RHOT2/ARFGAP2/PARD3/PARD3B/SEH1L/NUP88/TMED9/PREB/WDR11/MYO5A/COPG1"	65	7.59883770993238	"BP"
"GOBP_TELOMERE_MAINTENANCE"	"GOBP_TELOMERE_MAINTENANCE"	"TELOMERE_MAINTENANCE"	"32/1238"	"132/17872"	2.82487421516283e-10	3.97760514489862e-08	3.2430898884433e-08	"TNKS1BP1/PTGES3/CCT3/PARP1/CCT4/DKC1/PARN/HNRNPC/HSP90AB1/SRC/XRCC6/XRCC5/TCP1/RPA3/RFC1/CCT5/PRKDC/HNRNPU/EXOSC10/MAPK1/CCT8/CCT7/CCT6A/XRCC1/PCNA/FEN1/USP7/SMC5/TFIP11/RAD50/NAT10/GAR1"	32	7.48904101385743	"BP"
"GOBP_HISTONE_MODIFICATION"	"GOBP_HISTONE_MODIFICATION"	"HISTONE_MODIFICATION"	"74/1238"	"498/17872"	3.21066761073808e-10	4.37955128777242e-08	3.57081157628469e-08	"UHRF1/CDK5/GATAD2B/HCFC1/SART3/AKAP8L/KMT2A/DNMT3B/OGT/SIN3A/KAT7/CARM1/MEN1/ING4/FBLL1/RBBP5/OTUB1/RING1/RUVBL1/SKP1/MTA1/KAT5/PHF20L1/RCOR2/ASH2L/UBE2N/CTBP1/KDM2A/BAZ2A/VRK3/KDM1A/BRD4/ZMPSTE24/UFL1/MBD3/LMNA/KDM5A/CTCF/MECP2/HMGA2/RBBP4/CHD3/PRKAA1/CAMK2D/TTLL12/CHD4/SF3B3/GLYR1/TRRAP/EHMT2/RNF20/PHB/NIPBL/HDAC1/CDC73/USP7/WDR82/SUPT6H/KDM3B/HUWE1/BRD1/GATAD2A/RYBP/HDAC2/FBL/RNF2/VRK1/TBL1XR1/SMARCB1/MBD2/TRMT112/GTF3C4/RUVBL2/CHTOP"	74	7.44723306594802	"BP"
"GOBP_TELOMERASE_RNA_LOCALIZATION"	"GOBP_TELOMERASE_RNA_LOCALIZATION"	"TELOMERASE_RNA_LOCALIZATION"	"12/1238"	"19/17872"	3.70245751570331e-10	4.89734153213483e-08	3.99298528248577e-08	"CCT3/RUVBL1/CCT4/DKC1/PARN/TCP1/CCT5/EXOSC10/CCT8/CCT7/CCT6A/RUVBL2"	12	7.3987022905437	"BP"
"GOBP_NUCLEUS_ORGANIZATION"	"GOBP_NUCLEUS_ORGANIZATION"	"NUCLEUS_ORGANIZATION"	"33/1238"	"141/17872"	4.01738520711749e-10	5.15761365560818e-08	4.20519485611895e-08	"TMEM43/PAFAH1B1/AKAP8L/PLEC/NUP35/VPS4B/RPS19/SRPK2/SUMO1/UBE2I/VPS4A/BAZ2A/ZMPSTE24/SUN1/LMNA/HMGB2/NUP153/NUP98/NUP107/TARDBP/DCTN1/NUMA1/NSFL1C/SERBP1/LEMD2/NUP133/AHCTF1/NUP205/SEH1L/VRK1/NDC1/RTN4/LEMD3"	33	7.3762138754959	"BP"
"GOBP_VIRAL_PROCESS"	"GOBP_VIRAL_PROCESS"	"VIRAL_PROCESS"	"65/1238"	"415/17872"	4.3935406603332e-10	5.47937285210126e-08	4.4675371346125e-08	"CHD1/VTA1/NCAM1/APOE/RAB7A/SCARB2/HCFC1/DDX3X/MOGS/LARP7/LARP1/VPS4B/VAPA/KPNA6/EIF3F/EIF3L/HTATSF1/EIF3B/SSB/RAN/SRPK2/RPSA/RAB1A/HSPA8/CTBP1/DEK/VPS4A/TSG101/USF2/APOBEC3F/KPNA3/EIF3D/SNX3/P4HB/HSP90AB1/LGALS1/PABPC1/RAB5A/CANX/NUP153/GSK3B/HMGA2/VCP/CTBP2/CDC42/SPCS3/TOP2B/ILF3/TARDBP/TRIM28/VAPB/PPID/PHB/RAB1B/HDAC1/EIF3A/EPS15/EPHA2/RSF1/MPHOSPH8/TRIM5/SMARCB1/HACD3/VPS18/PSMC3"	65	7.34993182890844	"BP"
"GOBP_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS"	"GOBP_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS"	"RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS"	"22/1238"	"70/17872"	8.87853963260183e-10	1.07652293045297e-07	8.77729312801953e-08	"TNKS1BP1/PTGES3/CCT3/CCT4/DKC1/PARN/HNRNPC/HSP90AB1/SRC/XRCC5/TCP1/RFC1/CCT5/HNRNPU/EXOSC10/MAPK1/CCT8/CCT7/CCT6A/RAD50/NAT10/GAR1"	22	7.05663939762659	"BP"
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS"	"GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS"	"POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS"	"72/1238"	"494/17872"	1.32822131820165e-09	1.56694217674329e-07	1.27758642299851e-07	"RHOA/PSMC6/TPM1/PSMC5/RAB7A/DDX3X/ARHGAP35/GRB2/FSCN1/NCKAP1/SIN3A/RAC1/VPS4B/CAND1/SFRP1/PFN2/CEP120/TWF2/RAP1B/SUMO1/SYNPO2/VPS4A/BCAS3/TSG101/AGRN/NCK2/NPHS1/CLASP2/SNX4/WNT1/PFN1/RHOC/CLU/RALA/RALB/SRC/ARL3/MAP1B/PIP4K2A/GSK3B/DNM2/MECP2/VCP/CDC42/ACTR3/EIF4G1/COL16A1/BAX/TRIM28/G3BP1/CKAP5/DCTN1/DYNC1H1/NUMA1/MAPRE1/VIL1/CTTN/ARPC2/CROCC/DPYSL3/CLDN3/CYFIP1/CLASP1/SYNPO/PPHLN1/EPHA2/MPHOSPH8/TPPP3/G3BP2/LIMCH1/DRG1/EMILIN1"	72	6.8936097121233	"BP"
"GOBP_CELLULAR_COMPONENT_DISASSEMBLY"	"GOBP_CELLULAR_COMPONENT_DISASSEMBLY"	"CELLULAR_COMPONENT_DISASSEMBLY"	"69/1238"	"466/17872"	1.50292438423601e-09	1.72638550978689e-07	1.40758652163489e-07	"VTA1/CDK5/DDRGK1/VDAC1/FSCN1/ARHGEF2/PAFAH1B1/KIF2A/AKAP8L/MMP14/GLE1/VPS4B/SLC25A4/CAPZB/PELO/ACIN1/ATG4B/DUSP3/LAMP2/ETF1/TWF2/HSPA8/PHB2/EIF5A/VPS4A/SMARCD2/DHX8/TSG101/DNM1L/WDR1/CLASP2/ZMPSTE24/UFL1/LAMC1/GSPT1/ATP2A2/HMGA1/CSNK2A2/KIF5B/ADD1/NSF/MAP1B/NES/GSK3B/NAPA/VCP/ABCE1/UFM1/BAX/KLC1/LRP1/GOLGA2/TWF1/CKAP5/DCTN1/MAPRE2/VIL1/LIMA1/CTTN/CLASP1/HUWE1/TFIP11/CISD2/PPP1R9B/VRK1/MAP1LC3A/SMARCB1/SH3GL1/SUPT16H"	69	6.85152490041003	"BP"
"GOBP_NUCLEAR_PORE_ORGANIZATION"	"GOBP_NUCLEAR_PORE_ORGANIZATION"	"NUCLEAR_PORE_ORGANIZATION"	"10/1238"	"14/17872"	1.9017373312976e-09	2.12848293618309e-07	1.73543155657684e-07	"NUP35/NUP153/NUP98/NUP107/NUP133/AHCTF1/NUP205/SEH1L/NDC1/RTN4"	10	6.76059250972933	"BP"
"GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS"	"GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS"	"REGULATION_OF_PROTEIN_CATABOLIC_PROCESS"	"61/1238"	"395/17872"	2.66174448420398e-09	2.90462866838759e-07	2.36825213186675e-07	"PSMC6/DDRGK1/LPCAT1/APOE/PSMC5/USP5/PSMD14/RAB7A/BCAP31/RPS7/RPL5/PSME1/OGT/PSMC4/PRKACA/USP14/BAG2/WNT5A/CCAR2/GPC3/UBXN1/PSMC2/SUMO1/PSME3/XPO1/SNX3/CCDC22/SEC22B/UFL1/WNT1/HSP90AB1/CLU/CSNK2A2/BAG6/NSF/CSNK1E/GSK3B/VCP/LRP1/PSMD2/PIN1/SF3B3/RELA/EEF1A1/PSMC1/PSMF1/CSNK2A1/PHB/EZR/USP7/GPX1/LRP2/HUWE1/RYBP/GLMN/PSMD3/VPS35/PSMD1/HSPBP1/NDUFA13/PSMC3"	61	6.6255720630769	"BP"
"GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING"	"GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING"	"TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING"	"23/1238"	"81/17872"	3.41834021678727e-09	3.63928171860401e-07	2.96724217534217e-07	"TNKS1BP1/PTGES3/CCT3/PARP1/CCT4/DKC1/PARN/HNRNPC/HSP90AB1/SRC/XRCC5/TCP1/RFC1/CCT5/HNRNPU/EXOSC10/MAPK1/CCT8/CCT7/CCT6A/RAD50/NAT10/GAR1"	23	6.52764700672575	"BP"
"GOBP_PROTEIN_IMPORT"	"GOBP_PROTEIN_IMPORT"	"PROTEIN_IMPORT"	"40/1238"	"210/17872"	4.07496797826927e-09	4.23505600598699e-07	3.45299918158607e-07	"APOE/JUP/STK3/CSE1L/KPNA4/NUP35/TIMM23B/KPNB1/KPNA6/RAN/LAMP2/HSPA8/PHB2/SUMO1/RAB8B/IPO5/KPNA3/IPO7/TOMM40/LMNA/HSP90AB1/CLU/HSPA4/NUP153/RANBP2/NUP98/NUP107/UFM1/TARDBP/TRIM28/NUP133/TNPO1/IPO9/NUP88/CHP1/NUP85/RBM22/NXT1/NUP50/RAB23"	40	6.46180352458501	"BP"
"GOBP_DNA_GEOMETRIC_CHANGE"	"GOBP_DNA_GEOMETRIC_CHANGE"	"DNA_GEOMETRIC_CHANGE"	"25/1238"	"96/17872"	5.15086074388879e-09	5.22872259234292e-07	4.26317262548054e-07	"CHD1/DDX3X/GTF2F2/MCM5/MCM7/MCM2/RUVBL1/HMGB3/CHD2/ANXA1/XRCC6/XRCC5/HMGA1/HMGB2/MCM4/RFC4/RECQL/CHD3/G3BP1/CHD4/MCM6/MCM3/HMGB1/RAD50/RUVBL2"	25	6.37026708143315	"BP"
"GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY"	"GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY"	"POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY"	"10/1238"	"15/17872"	5.3493708421073e-09	5.30681902859054e-07	4.32684756391502e-07	"CCT3/RUVBL1/CCT4/DKC1/TCP1/CCT5/CCT8/CCT7/CCT6A/RUVBL2"	10	6.36382840485136	"BP"
"GOBP_RNA_CATABOLIC_PROCESS"	"GOBP_RNA_CATABOLIC_PROCESS"	"RNA_CATABOLIC_PROCESS"	"48/1238"	"282/17872"	5.74067848587786e-09	5.56845813130153e-07	4.54017168672586e-07	"MYEF2/RNH1/EDC4/LARP1/EXOSC2/DIS3/SND1/SYNCRIP/XRN2/PELO/YTHDF2/SSB/ETF1/ZC3H18/PUM1/CELF1/KHSRP/GTPBP1/DKC1/PARN/NPM1/HNRNPC/PABPC1/GSPT1/YBX3/NCBP2/EIF3E/MAGOH/POLR2G/HNRNPU/EXOSC10/NSUN2/TARDBP/CIRBP/RNPS1/EXOSC6/FEN1/RBM7/TTC37/ZC3H14/METTL16/SERBP1/LIN28A/UPF2/MOV10/IGF2BP1/AGO1/THRAP3"	48	6.34292772397377	"BP"
"GOBP_PROTEIN_LOCALIZATION_TO_NUCLEAR_BODY"	"GOBP_PROTEIN_LOCALIZATION_TO_NUCLEAR_BODY"	"PROTEIN_LOCALIZATION_TO_NUCLEAR_BODY"	"9/1238"	"12/17872"	6.49139644643132e-09	6.05796919429396e-07	4.93928832119319e-07	"LARP7/CCT3/CCT4/DKC1/TCP1/CCT5/CCT8/CCT7/CCT6A"	9	6.30633562201652	"BP"
"GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT"	"GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT"	"REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT"	"26/1238"	"104/17872"	6.52289924700609e-09	6.05796919429396e-07	4.93928832119319e-07	"CDK5/JUP/AKAP8L/PRKACA/RAN/CPSF6/SUMO1/TXN/IPO5/XPO1/HSP90AB1/NUP153/GSK3B/NCBP2/UFM1/CTDSPL2/NSUN2/TARDBP/TRIM28/ANP32B/AAAS/SUPT6H/CHP1/RBM22/RAB23/PPP1CC"	26	6.30633562201652	"BP"
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS"	"GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS"	"RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS"	"21/1238"	"72/17872"	9.64233320581534e-09	8.76849675903832e-07	7.14928258089071e-07	"PAK1IP1/RPL5/RRP15/RPL14/BOP1/SURF6/PES1/RPL24/NOP16/URB1/RSL1D1/RPLP0/NPM1/NOP2/EIF6/RPL7A/RPL10A/EBNA1BP2/FTSJ3/MAK16/RPF1"	21	6.14573753677132	"BP"
"GOBP_DNA_CONFORMATION_CHANGE"	"GOBP_DNA_CONFORMATION_CHANGE"	"DNA_CONFORMATION_CHANGE"	"55/1238"	"352/17872"	1.06384005759881e-08	9.4768609212629e-07	7.72683831308612e-07	"CHD1/TTN/DDX3X/SART3/AKAP8L/SIN3A/GTF2F2/CBX3/MCM5/MCM7/MCM2/ACIN1/RUVBL1/HMGB3/NAP1L1/CTBP1/BAZ2A/CHD2/KDM1A/MBD3/ANXA1/NPM1/XRCC6/XRCC5/HMGA1/HMGB2/MCM4/RFC4/RECQL/NASP/CTCF/MECP2/HMGA2/TOP2B/RBBP4/CHD3/TRIM28/G3BP1/CHD4/MCM6/ANP32B/MCM3/HP1BP3/HMGB1/HDAC1/CENPV/SMC5/PPHLN1/RAD50/RSF1/MPHOSPH8/NAP1L4/MBD2/RUVBL2/DNMT3A"	55	6.11199817543055	"BP"
